Country,Date,Cases,Deaths,Recoveries,SANITY_CHECK,Mortality_Rate,Recovery_Rate,Mortality_Rate_Change,Recovery_Rate_Change
HUNGARY,2020-08-29,5669,614,3759,true,0.10830834362321397,0.6630799082730641,-0.027870876697830282,-0.02787087669783017
HUNGARY,2020-08-30,5961,614,3759,true,0.10300285187049153,0.6305988928032209,-0.04898506961919136,-0.04898506961919147
HUNGARY,2020-08-31,6139,615,3761,true,0.10017918227724384,0.6126404951946571,-0.02741350886864735,-0.02847832086848856
HUNGARY,2020-09-01,6257,616,3821,true,0.09844973629534921,0.6106760428320281,-0.01726352663878239,-0.0032065336490771923
HUNGARY,2020-09-02,6622,619,3903,true,0.09347629115070975,0.5893989731199033,-0.05051760758118362,-0.0348418281048849
HUNGARY,2020-09-03,6923,620,3930,true,0.08955655062834031,0.5676729741441572,-0.04193299150101848,-0.03686127727834765
HUNGARY,2020-09-04,7382,621,3944,true,0.08412354375507992,0.5342725548631807,-0.06066565577997041,-0.05883743070793901
HUNGARY,2020-09-05,7892,624,3952,true,0.07906741003547897,0.5007602635580335,-0.060103670077446436,-0.06272508479071925
HUNGARY,2020-09-06,8387,624,3958,true,0.0744008584714439,0.4719208298557291,-0.05901991176821286,-0.05759129827393383
HUNGARY,2020-09-07,8963,625,3961,true,0.06973111681356689,0.4419279259176615,-0.06276462064842059,-0.06355494828917962
HUNGARY,2020-09-08,9304,626,3972,true,0.0672828890799656,0.42691315563198623,-0.03510954428202939,-0.03397560870247596
HUNGARY,2020-09-09,9715,628,3984,true,0.06464230571281523,0.41008749356664953,-0.03924598665809431,-0.03941237660017438
HUNGARY,2020-09-10,10191,630,3990,true,0.061819252281424784,0.39152193111569034,-0.0436719173343284,-0.04527219859715581
HUNGARY,2020-09-11,10909,631,4014,true,0.057842148684572374,0.3679530662755523,-0.06433438532622682,-0.06019807057289395
HUNGARY,2020-09-12,11825,633,4058,true,0.05353065539112051,0.3431712473572939,-0.07453895457728432,-0.06735048893355289
HUNGARY,2020-09-13,12309,637,4069,true,0.05175075148265497,0.3305711268177756,-0.03325017964866506,-0.036716713992065886
HUNGARY,2020-09-14,13153,642,4117,true,0.04881015737854482,0.31300843913935983,-0.056822249336721864,-0.05312831718693045
HUNGARY,2020-09-15,13879,646,4130,true,0.04654514013977952,0.2975718711722747,-0.046404628880809984,-0.04931677883679153
HUNGARY,2020-09-16,14460,654,4153,true,0.045228215767634854,0.2872060857538036,-0.02829348817491617,-0.03483456073195168
HUNGARY,2020-09-17,15170,663,4227,true,0.04370468029004614,0.2786420566908372,-0.03368550918338342,-0.029818410847698984
HUNGARY,2020-09-18,16111,669,4240,true,0.04152442430637453,0.26317422878778474,-0.0498860984499222,-0.055511461861676326
HUNGARY,2020-09-19,16920,675,4382,true,0.0398936170212766,0.25898345153664304,-0.039273447190153576,-0.015923965163477383
HUNGARY,2020-09-20,17990,683,4391,true,0.03796553640911617,0.24408004446914952,-0.048330554011488,-0.057545789041987705
HUNGARY,2020-09-21,18866,686,4401,true,0.03636170889430722,0.23327679423301176,-0.04224430013384051,-0.04426109582056892
